8,0.0,19.0,6.0,0.0,2.1,1.7137217117324381,0.5,0.5
8,1.0,19.0,6.0,0.0,2.1,1.7137217117324381,0.49137293902565027,0.5086270609743497
8,2.0,19.0,6.0,0.0,2.25,1.860248992954834,0.39716666089551433,0.6028333391044856
8,3.0,16.0,6.0,0.0,2.4,2.036508880671192,0.3796868586254727,0.6203131413745273
8,4.0,7.0,6.0,0.0,2.55,2.1878853044122666,0.43383632042486503,0.566163679575135
8,5.0,7.0,6.0,0.0,2.95,2.4596747752497685,0.4297574721117984,0.5702425278882014
8,6.0,5.0,6.0,0.0,3.0,2.513123449750173,0.3958882677196858,0.6041117322803141
8,7.0,5.0,6.0,0.0,3.15,2.6011131220468307,0.5574165225874876,0.44258347741251225
8,8.0,2.0,6.0,0.0,3.3,2.677390717215472,0.514339422196026,0.4856605778039739
8,9.0,2.0,6.0,0.0,3.3,2.677390717215472,0.4914037206590266,0.5085962793409732
8,10.0,2.0,6.0,0.0,3.3,2.677390717215472,0.4725310152854701,0.52746898471453
8,11.0,2.0,6.0,0.0,3.35,2.7198103649064636,0.42846168237371457,0.5715383176262854
8,12.0,2.0,6.0,0.0,3.35,2.7198103649064636,0.4996774775745518,0.5003225224254482
8,13.0,2.0,6.0,0.0,3.35,2.7198103649064636,0.5321041467717829,0.46789585322821703
8,14.0,2.0,6.0,0.0,3.5,2.781517949836592,0.4679406185401299,0.5320593814598702
8,15.0,2.0,6.0,0.0,3.5,2.781517949836592,0.5345865032751761,0.4654134967248237
8,16.0,2.0,6.0,0.0,3.65,2.8335397241649978,0.4667922933412707,0.5332077066587293
8,17.0,19.0,7.0,0.0,3.85,2.92493814599467,0.43496123544789783,0.5650387645521021
8,18.0,19.0,7.0,0.0,3.85,2.92493814599467,0.4613373217090532,0.5386626782909468
8,19.0,19.0,7.0,0.0,3.85,2.92493814599467,0.48481205533745053,0.5151879446625495
8,20.0,19.0,7.0,0.0,3.85,2.92493814599467,0.5188367062891016,0.4811632937108983
8,21.0,19.0,7.0,0.0,3.85,2.92493814599467,0.5933748127046957,0.40662518729530434
8,22.0,19.0,7.0,0.0,3.85,2.92493814599467,0.595402912166506,0.404597087833494
8,23.0,19.0,7.0,0.0,3.85,2.92493814599467,0.5650829640509009,0.43491703594909914
8,24.0,19.0,7.0,0.0,3.85,2.92493814599467,0.5916511109932282,0.4083488890067718
8,25.0,19.0,7.0,0.0,3.85,2.92493814599467,0.5450278970725942,0.4549721029274056
8,26.0,19.0,7.0,0.0,3.85,2.92493814599467,0.563706821191399,0.43629317880860086
8,27.0,19.0,7.0,0.0,3.85,2.92493814599467,0.5777710504199164,0.4222289495800834
8,28.0,19.0,7.0,0.0,3.85,2.92493814599467,0.6035154511840055,0.3964845488159946
8,29.0,19.0,7.0,0.0,3.85,2.92493814599467,0.5870855110337396,0.4129144889662605
8,30.0,19.0,7.0,0.0,3.85,2.92493814599467,0.5375131273109459,0.4624868726890541
8,31.0,6.0,7.0,0.0,3.9,2.971797258792803,0.533337562244035,0.46666243775596516
8,32.0,6.0,7.0,0.0,3.9,2.971797258792803,0.4595242051432181,0.5404757948567821
8,33.0,6.0,7.0,0.0,3.95,3.017056774233353,0.5015765745938798,0.4984234254061203
8,34.0,6.0,7.0,0.0,3.95,3.017056774233353,0.48021546648535524,0.5197845335146447
8,35.0,6.0,7.0,0.0,4.0,3.0435436410107286,0.4830617677807509,0.5169382322192491
8,36.0,6.0,7.0,0.0,4.0,3.0435436410107286,0.4776908366311153,0.5223091633688848
8,37.0,6.0,7.0,0.0,4.05,3.0689446154389266,0.41286170773382375,0.5871382922661762
8,38.0,6.0,7.0,0.0,4.05,3.0689446154389266,0.4902732886179262,0.509726711382074
8,39.0,6.0,7.0,0.0,4.05,3.0689446154389266,0.5284723387692504,0.47152766123074963
8,40.0,6.0,7.0,0.0,4.05,3.0689446154389266,0.5325743470939795,0.4674256529060205
8,41.0,6.0,7.0,0.0,4.05,3.0689446154389266,0.5322910513387098,0.4677089486612901
8,42.0,5.0,7.0,0.0,4.1,3.110254685797663,0.5578618621178384,0.4421381378821616
8,43.0,5.0,7.0,0.0,4.1,3.110254685797663,0.5928410965513805,0.4071589034486195
8,44.0,5.0,7.0,0.0,4.1,3.110254685797663,0.5854830581613293,0.41451694183867066
8,45.0,5.0,7.0,0.0,4.1,3.110254685797663,0.5140553900129328,0.4859446099870672
8,46.0,5.0,7.0,0.0,4.1,3.110254685797663,0.44541376040324315,0.5545862395967568
8,47.0,5.0,7.0,0.0,4.1,3.110254685797663,0.5170026513264591,0.48299734867354094
8,48.0,5.0,7.0,0.0,4.1,3.110254685797663,0.5234092827429082,0.4765907172570918
8,49.0,5.0,7.0,0.0,4.1,3.110254685797663,0.4368966958989061,0.563103304101094
8,50.0,5.0,7.0,0.0,4.1,3.110254685797663,0.3838348607556846,0.6161651392443154
